SL.NO,DESCRIPTION,RESPONSIBLE_AGENCY,QTY,DURATION,WEIGHT_KG,TOTAL_WEIGHT_KG,UNIT_RATE_INR,TOTAL_BUDGET,DATE,PROJECT_NAME,APPROVED_BY,CURRENCY
4690,Complete manufacturing of Shaft for ESP,Cando Engineering,23560,Monthly,12.1,285076.0,1002.88,23627852.8,2024-05-09,BHEL Trichy T2,Srividhya,INR
4691,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,9168,Monthly,6.51,59683.68,646.93,5931054.24,2024-05-24,BHEL Ranipet L1,Mani,INR
4692,Complete manufacturing of Bearings for ESP,Sub Contractor,13165,Monthly,13.54,178254.1,1046.52,13777435.8,2024-03-10,BHEL Trichy T2,Srividhya,INR
4693,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,4625,Monthly,16.95,78393.75,760.1,3515462.5,2024-07-05,BHEL Ranipet L1,Ravi,INR
4694,Complete manufacturing of Bearings for ESP,Tetakisu,18931,Quarterly,22.63,428408.53,1737.42,32891098.02,2024-11-30,BHEL Trichy T2,Mani,INR
4695,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,5078,One time,1.04,5281.12,1700.57,8635494.46,2024-01-13,BHEL Trichy T2,Magesh,INR
4696,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,8799,Quarterly,18.41,161989.59,1225.95,10787134.05,2024-01-23,BHEL Ranipet L1,Ravi,INR
4697,Complete manufacturing of Grip Coupling for ESP,Tetakisu,5131,Monthly,18.71,96001.01,964.03,4946437.93,2024-08-13,BHEL Haridwar P3,Magesh,INR
4698,Complete manufacturing of Bearings for ESP,Tetakisu,12315,Monthly,23.48,289156.2,1598.33,19683433.95,2024-12-27,BHEL Trichy T2,Srividhya,INR
4699,Complete manufacturing of Shaft for ESP,Sub Contractor,22966,Quarterly,19.46,446918.36,474.33,10893462.78,2024-07-09,BHEL Ranipet L1,Magesh,INR
4700,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,8578,Monthly,16.05,137676.9,1041.61,8934930.58,2024-09-28,BHEL Trichy T2,Srividhya,INR
4701,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,18745,Monthly,9.26,173578.7,1387.07,26000627.15,2024-05-04,BHEL Trichy T2,Mani,INR
4702,Complete manufacturing of Foundation Bolt for ESP,SriVidhya Fabricators,19883,Quarterly,14.46,287508.18,1465.52,29138934.16,2024-06-21,BHEL Trichy T2,Kumar,INR
4703,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,23806,Monthly,9.17,218301.02,940.02,22378116.12,2024-09-16,BHEL Ranipet L1,Magesh,INR
4704,Complete manufacturing of Bearings for ESP,Tetakisu,24278,One time,12.58,305417.24,1754.46,42594779.88,2024-12-14,BHEL Haridwar P3,Magesh,INR
4705,Complete manufacturing of Bearings for ESP,Sub Contractor,17837,One time,3.75,66888.75,332.88,5937580.56,2024-12-15,BHEL Trichy T2,Mani,INR
4706,Complete manufacturing of Shaft for ESP,Tetakisu,20151,One time,10.16,204734.16,1348.04,27164354.04,2024-03-07,BHEL Trichy T2,Ravi,INR
4707,Complete manufacturing of Grip Coupling for ESP,SriVidhya Fabricators,13890,Quarterly,17.91,248769.9,1544.57,21454077.3,2024-05-21,BHEL Ranipet L1,Srividhya,INR
4708,Complete manufacturing of Pin Wheel 1 for ESP,SriVidhya Fabricators,11521,Monthly,9.48,109219.08,207.5,2390607.5,2024-10-09,BHEL Trichy T2,Magesh,INR
4709,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,4522,One time,9.08,41059.76,1878.56,8494848.32,2024-12-28,BHEL Ranipet L1,Kumar,INR
4710,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,1740,Quarterly,19.49,33912.6,619.31,1077599.4,2024-11-21,BHEL Trichy T2,Kumar,INR
4711,Complete manufacturing of Shaft I for ESP,Tetakisu,17732,Monthly,23.71,420425.72,912.59,16182045.88,2024-08-03,BHEL Trichy T2,Ravi,INR
4712,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,6482,One time,15.81,102480.42,670.77,4347931.14,2024-05-15,BHEL Ranipet L1,Magesh,INR
4713,Complete manufacturing of Foundation Bolt for ESP,SriVidhya Fabricators,6841,Monthly,19.79,135383.39,1445.13,9886134.33,2024-09-23,BHEL Ranipet L1,Kumar,INR
4714,Complete manufacturing of Bearings for ESP,Tetakisu,3115,Quarterly,3.43,10684.45,73.24,228142.6,2024-07-13,BHEL Ranipet L1,Ravi,INR
4715,Complete manufacturing of Bearings for ESP,Tetakisu,2718,Quarterly,5.25,14269.5,1274.66,3464525.88,2024-05-08,BHEL Haridwar P3,Kumar,INR
4716,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,11748,One time,21.93,257633.64,183.15,2151646.2,2024-07-01,BHEL Trichy T2,Magesh,INR
4717,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,12168,One time,0.61,7422.48,1157.2,14080809.6,2024-04-09,BHEL Ranipet L1,Kumar,INR
4718,Complete manufacturing of Bearings for ESP,Tetakisu,1493,Monthly,20.34,30367.62,1976.88,2951481.84,2024-01-27,BHEL Trichy T2,Kumar,INR
4719,Complete manufacturing of Shaft for ESP,Tetakisu,15805,Quarterly,21.32,336962.6,1813.89,28668531.45,2024-02-23,BHEL Ranipet L1,Kumar,INR
4720,Complete manufacturing of Bearings for ESP,Tetakisu,9516,One time,18.68,177758.88,1058.53,10072971.48,2024-01-27,BHEL Ranipet L1,Ravi,INR
4721,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,20375,Monthly,20.82,424207.5,1408.61,28700428.75,2024-09-26,BHEL Ranipet L1,Ravi,INR
4722,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,508,Monthly,1.94,985.52,343.95,174726.6,2024-01-15,BHEL Haridwar P3,Ravi,INR
4723,Complete manufacturing of Grip Coupling for ESP,Tetakisu,4472,Monthly,14.82,66275.04,1517.54,6786438.88,2024-05-22,BHEL Trichy T2,Magesh,INR
4724,Complete manufacturing of Shaft for ESP,Cando Engineering,19185,Quarterly,19.42,372572.7,306.24,5875214.4,2024-04-17,BHEL Ranipet L1,Srividhya,INR
4725,Complete manufacturing of Foundation Bolt for ESP,SriVidhya Fabricators,11994,One time,11.78,141289.32,918.69,11018767.86,2024-11-13,BHEL Ranipet L1,Magesh,INR
4726,Complete manufacturing of Shaft for ESP,Tetakisu,950,Monthly,13.38,12711.0,160.54,152513.0,2024-08-10,BHEL Ranipet L1,Kumar,INR
4727,Complete manufacturing of Shaft I for ESP,Sub Contractor,15732,Quarterly,0.79,12428.28,1911.75,30075651.0,2025-01-10,BHEL Trichy T2,Mani,INR
4728,Complete manufacturing of Shaft for ESP,Sub Contractor,2042,Quarterly,13.07,26688.94,1115.21,2277258.82,2024-09-09,BHEL Haridwar P3,Srividhya,INR
4729,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,11134,Quarterly,17.23,191838.82,709.26,7896900.84,2024-01-03,BHEL Haridwar P3,Srividhya,INR
4730,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,10450,Quarterly,1.56,16302.0,1256.3,13128335.0,2024-08-12,BHEL Ranipet L1,Magesh,INR
4731,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,20882,Quarterly,17.09,356873.38,299.48,6253741.36,2024-04-01,BHEL Haridwar P3,Ravi,INR
4732,Complete manufacturing of Shaft I for ESP,Sub Contractor,18200,One time,7.56,137592.0,1395.11,25391002.0,2024-01-21,BHEL Trichy T2,Magesh,INR
4733,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,22196,Quarterly,22.88,507844.48,1379.86,30627372.56,2024-12-18,BHEL Trichy T2,Ravi,INR
4734,Complete manufacturing of Shaft for ESP,Sub Contractor,16457,Quarterly,6.89,113388.73,427.09,7028620.13,2024-05-31,BHEL Haridwar P3,Magesh,INR
4735,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,3993,Quarterly,19.71,78702.03,1846.83,7374392.19,2025-01-01,BHEL Trichy T2,Ravi,INR
4736,Complete manufacturing of Shaft I for ESP,Sub Contractor,14970,Monthly,22.41,335477.7,1141.5,17088255.0,2025-03-25,BHEL Haridwar P3,Ravi,INR
4737,Complete manufacturing of Supporting Bracket for ESP,Cando Engineering,17962,Quarterly,11.44,205485.28,1260.16,22634993.92,2025-01-19,BHEL Ranipet L1,Mani,INR
4738,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,15498,Monthly,4.21,65246.58,886.14,13733397.72,2024-02-16,BHEL Haridwar P3,Ravi,INR
4739,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,21901,Monthly,11.53,252518.53,1241.74,27195347.74,2024-06-11,BHEL Ranipet L1,Ravi,INR
4740,Complete manufacturing of Bearings for ESP,Sub Contractor,2875,One time,7.33,21073.75,464.88,1336530.0,2025-03-07,BHEL Ranipet L1,Ravi,INR
4741,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,12177,Monthly,16.91,205913.07,1067.0,12992859.0,2024-03-16,BHEL Trichy T2,Magesh,INR
4742,Complete manufacturing of Bearings for ESP,Sub Contractor,9360,Quarterly,0.57,5335.2,126.59,1184882.4,2024-11-17,BHEL Haridwar P3,Magesh,INR
4743,Complete manufacturing of Bearings for ESP,Cando Engineering,2737,Monthly,21.03,57559.11,777.88,2129057.56,2025-02-06,BHEL Haridwar P3,Magesh,INR
4744,Complete manufacturing of Bearings for ESP,Tetakisu,2144,One time,16.87,36169.28,1899.67,4072892.48,2024-03-22,BHEL Trichy T2,Magesh,INR
4745,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,4360,One time,9.42,41071.2,1787.5,7793500.0,2024-04-04,BHEL Ranipet L1,Magesh,INR
4746,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,659,One time,14.04,9252.36,715.76,471685.84,2024-12-03,BHEL Haridwar P3,Kumar,INR
4747,Complete manufacturing of Shaft I for ESP,Sub Contractor,12539,One time,3.98,49905.22,644.62,8082890.18,2024-06-23,BHEL Trichy T2,Ravi,INR
4748,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,19516,Monthly,19.72,384855.52,1715.45,33478722.2,2025-03-24,BHEL Trichy T2,Ravi,INR
4749,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,13845,Monthly,15.34,212382.3,1410.68,19530864.6,2024-04-15,BHEL Ranipet L1,Magesh,INR
4750,Complete manufacturing of Shaft I for ESP,Sub Contractor,8557,Monthly,10.44,89335.08,1325.76,11344528.32,2024-03-05,BHEL Haridwar P3,Kumar,INR
4751,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,24495,Monthly,7.04,172444.8,1785.55,43737047.25,2024-11-04,BHEL Trichy T2,Ravi,INR
4752,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,24629,Quarterly,20.13,495781.77,881.07,21699873.03,2024-01-13,BHEL Trichy T2,Srividhya,INR
4753,Complete manufacturing of Bearings for ESP,Sub Contractor,9609,One time,6.56,63035.04,918.02,8821254.18,2024-01-27,BHEL Trichy T2,Kumar,INR
4754,Complete manufacturing of Grip Coupling for ESP,SriVidhya Fabricators,10621,Quarterly,5.33,56609.93,1141.65,12125464.65,2024-02-12,BHEL Haridwar P3,Ravi,INR
4755,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,14808,One time,21.94,324887.52,1817.76,26917390.08,2024-09-01,BHEL Haridwar P3,Ravi,INR
4756,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,703,Monthly,8.46,5947.38,1945.86,1367939.58,2025-03-02,BHEL Haridwar P3,Ravi,INR
4757,Complete manufacturing of Bearings for ESP,Sub Contractor,17654,One time,7.62,134523.48,1101.47,19445351.38,2024-09-12,BHEL Trichy T2,Mani,INR
4758,Complete manufacturing of Shaft I for ESP,Tetakisu,16524,Monthly,9.36,154664.64,506.04,8361804.96,2024-02-02,BHEL Trichy T2,Mani,INR
4759,Complete manufacturing of Pin Wheel 1 for ESP,SriVidhya Fabricators,6172,Quarterly,5.58,34439.76,553.57,3416634.04,2024-10-19,BHEL Ranipet L1,Mani,INR
4760,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,4968,One time,17.99,89374.32,1173.67,5830792.56,2024-10-26,BHEL Haridwar P3,Magesh,INR
4761,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,18954,One time,0.85,16110.9,1412.42,26771008.68,2024-03-03,BHEL Ranipet L1,Magesh,INR
4762,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,9985,Monthly,7.19,71792.15,1047.34,10457689.9,2025-02-03,BHEL Trichy T2,Ravi,INR
4763,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,2828,Quarterly,20.84,58935.52,1350.17,3818280.76,2024-02-26,BHEL Haridwar P3,Ravi,INR
4764,Complete manufacturing of Pin Wheel 1 for ESP,SriVidhya Fabricators,13298,One time,7.77,103325.46,864.5,11496121.0,2024-10-28,BHEL Ranipet L1,Kumar,INR
4765,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,13668,Monthly,20.56,281014.08,654.73,8948849.64,2024-08-13,BHEL Haridwar P3,Ravi,INR
4766,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,13590,Quarterly,20.5,278595.0,1453.17,19748580.3,2024-07-16,BHEL Trichy T2,Srividhya,INR
4767,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,2035,Monthly,9.14,18599.9,66.42,135164.7,2024-12-09,BHEL Haridwar P3,Srividhya,INR
4768,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,19705,Quarterly,8.12,160004.6,1766.9,34816764.5,2024-04-04,BHEL Ranipet L1,Ravi,INR
4769,Complete manufacturing of Shaft I for ESP,Sub Contractor,9921,Monthly,15.77,156454.17,1062.84,10544435.64,2024-09-27,BHEL Ranipet L1,Kumar,INR
4770,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,5205,Quarterly,9.33,48562.65,1493.78,7775124.9,2024-03-13,BHEL Ranipet L1,Mani,INR
4771,Complete manufacturing of Bearings for ESP,Sub Contractor,23009,Monthly,14.07,323736.63,1400.07,32214210.63,2024-07-31,BHEL Haridwar P3,Magesh,INR
4772,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,22763,One time,16.31,371264.53,892.0,20304596.0,2024-12-17,BHEL Trichy T2,Mani,INR
4773,Complete manufacturing of Grip Coupling for ESP,SriVidhya Fabricators,16194,One time,7.98,129228.12,1728.64,27993596.16,2024-08-09,BHEL Ranipet L1,Kumar,INR
4774,Complete manufacturing of Grip Coupling for ESP,Tetakisu,5815,One time,6.8,39542.0,158.44,921328.6,2024-02-15,BHEL Haridwar P3,Magesh,INR
4775,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,8423,One time,22.47,189264.81,261.56,2203119.88,2024-02-27,BHEL Haridwar P3,Srividhya,INR
4776,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,13623,Quarterly,6.66,90729.18,1086.97,14807792.31,2024-06-24,BHEL Haridwar P3,Ravi,INR
4777,Complete manufacturing of Shaft I for ESP,Cando Engineering,4872,Monthly,7.59,36978.48,349.29,1701740.88,2024-07-20,BHEL Ranipet L1,Srividhya,INR
4778,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,6819,Quarterly,15.41,105080.79,1875.99,12792375.81,2024-06-26,BHEL Trichy T2,Kumar,INR
4779,Complete manufacturing of Shaft for ESP,Cando Engineering,2887,Quarterly,23.96,69172.52,1765.41,5096738.67,2024-04-12,BHEL Haridwar P3,Kumar,INR
4780,Complete manufacturing of Bearings for ESP,Sub Contractor,22019,One time,8.54,188042.26,1939.31,42701666.89,2024-08-05,BHEL Haridwar P3,Ravi,INR
4781,Complete manufacturing of Shaft for ESP,Tetakisu,18280,Monthly,20.24,369987.2,743.03,13582588.4,2025-01-16,BHEL Haridwar P3,Ravi,INR
4782,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,2737,Quarterly,16.51,45187.87,1850.68,5065311.16,2024-06-16,BHEL Haridwar P3,Ravi,INR
4783,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,20160,Monthly,18.87,380419.2,1986.71,40052073.6,2025-01-31,BHEL Haridwar P3,Ravi,INR
4784,Complete manufacturing of Shaft for ESP,Cando Engineering,14412,Monthly,8.01,115440.12,967.53,13944042.36,2024-12-26,BHEL Ranipet L1,Kumar,INR
4785,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,22913,Monthly,7.46,170930.98,891.65,20430376.45,2025-03-16,BHEL Trichy T2,Mani,INR
4786,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,6766,Quarterly,12.29,83154.14,1467.43,9928631.38,2024-11-06,BHEL Ranipet L1,Mani,INR
4787,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,4796,Monthly,24.71,118509.16,1642.65,7878149.4,2024-09-10,BHEL Ranipet L1,Kumar,INR
4788,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,22771,Monthly,8.16,185811.36,1454.58,33122241.18,2024-12-12,BHEL Ranipet L1,Mani,INR
4789,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,5705,One time,22.92,130758.6,292.19,1666943.95,2025-03-16,BHEL Trichy T2,Mani,INR
4790,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,21272,Quarterly,22.53,479258.16,1475.47,31386197.84,2024-07-14,BHEL Ranipet L1,Srividhya,INR
4791,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,14166,Monthly,4.98,70546.68,119.52,1693120.32,2024-07-19,BHEL Trichy T2,Ravi,INR
4792,Complete manufacturing of Bearings for ESP,Tetakisu,21214,One time,15.24,323301.36,1971.55,41824461.7,2024-06-29,BHEL Ranipet L1,Kumar,INR
4793,Complete manufacturing of Shaft for ESP,Cando Engineering,6680,Monthly,3.72,24849.6,300.04,2004267.2,2024-05-03,BHEL Haridwar P3,Kumar,INR
4794,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,974,One time,1.81,1762.94,1014.31,987937.94,2024-06-09,BHEL Haridwar P3,Kumar,INR
4795,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,2647,Monthly,7.2,19058.4,361.27,956281.69,2024-03-13,BHEL Trichy T2,Kumar,INR
4796,Complete manufacturing of Shaft I for ESP,Tetakisu,11854,One time,12.45,147582.3,769.69,9123905.26,2025-01-24,BHEL Haridwar P3,Kumar,INR
4797,Complete manufacturing of Shaft for ESP,Tetakisu,6532,Monthly,1.83,11953.56,1189.3,7768507.6,2024-10-16,BHEL Haridwar P3,Ravi,INR
4798,Complete manufacturing of Grip Coupling for ESP,Tetakisu,9183,Quarterly,0.6,5509.8,1859.35,17074411.05,2024-04-13,BHEL Ranipet L1,Mani,INR
4799,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,15837,Quarterly,2.86,45293.82,1136.66,18001284.42,2024-04-30,BHEL Haridwar P3,Srividhya,INR
4800,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,4734,Quarterly,12.13,57423.42,1303.99,6173088.66,2024-09-07,BHEL Trichy T2,Srividhya,INR
4801,Complete manufacturing of Shaft I for ESP,Cando Engineering,14945,Quarterly,2.09,31235.05,298.18,4456300.1,2024-07-01,BHEL Trichy T2,Magesh,INR
4802,Complete manufacturing of Shaft I for ESP,Cando Engineering,10657,Monthly,23.21,247348.97,611.8,6519952.6,2024-02-19,BHEL Ranipet L1,Ravi,INR
4803,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,3965,Quarterly,22.34,88578.1,531.77,2108468.05,2024-04-21,BHEL Haridwar P3,Magesh,INR
4804,Complete manufacturing of Supporting Bracket for ESP,Cando Engineering,6373,Quarterly,17.84,113694.32,1672.92,10661519.16,2024-02-05,BHEL Trichy T2,Mani,INR
4805,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,7305,Quarterly,20.85,152309.25,484.04,3535912.2,2024-05-07,BHEL Haridwar P3,Mani,INR
4806,Complete manufacturing of Bearings for ESP,Tetakisu,15984,Monthly,21.44,342696.96,1102.21,17617724.64,2024-11-09,BHEL Haridwar P3,Srividhya,INR
4807,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,9937,Quarterly,12.09,120138.33,469.68,4667210.16,2025-03-02,BHEL Haridwar P3,Mani,INR
4808,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,20259,Monthly,21.68,439215.12,481.04,9745389.36,2024-02-27,BHEL Haridwar P3,Kumar,INR
4809,Complete manufacturing of Grip Coupling for ESP,Tetakisu,14970,Quarterly,15.19,227394.3,1156.35,17310559.5,2025-02-07,BHEL Trichy T2,Srividhya,INR
4810,Complete manufacturing of Bearings for ESP,Sub Contractor,9931,One time,2.56,25423.36,1491.82,14815264.42,2024-08-03,BHEL Haridwar P3,Magesh,INR
4811,Complete manufacturing of Shaft for ESP,Sub Contractor,23640,Quarterly,21.48,507787.2,1457.21,34448444.4,2024-06-15,BHEL Haridwar P3,Mani,INR
4812,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,23999,Quarterly,20.94,502539.06,419.7,10072380.3,2024-05-08,BHEL Ranipet L1,Ravi,INR
4813,Complete manufacturing of Shaft I for ESP,Cando Engineering,8724,One time,20.68,180412.32,1510.06,13173763.44,2024-10-15,BHEL Trichy T2,Kumar,INR
4814,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,5328,One time,17.41,92760.48,1962.13,10454228.64,2024-12-28,BHEL Ranipet L1,Mani,INR
4815,Complete manufacturing of Bearings for ESP,Tetakisu,5911,Quarterly,10.25,60587.75,1025.44,6061375.84,2024-06-12,BHEL Ranipet L1,Ravi,INR
4816,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,21052,Monthly,22.61,475985.72,1844.16,38823256.32,2024-10-06,BHEL Trichy T2,Ravi,INR
4817,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,20212,One time,5.11,103283.32,1513.69,30594702.28,2024-04-21,BHEL Ranipet L1,Mani,INR
4818,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,2465,Monthly,10.86,26769.9,1286.57,3171395.05,2024-03-12,BHEL Trichy T2,Kumar,INR
4819,Complete manufacturing of Pin Wheel 1 for ESP,SriVidhya Fabricators,21648,Quarterly,23.33,505047.84,1775.18,38429096.64,2024-05-25,BHEL Trichy T2,Srividhya,INR
4820,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,4451,Quarterly,4.56,20296.56,1333.24,5934251.24,2024-08-24,BHEL Haridwar P3,Mani,INR
4821,Complete manufacturing of Shaft for ESP,Cando Engineering,9485,Quarterly,16.12,152898.2,479.43,4547393.55,2024-12-30,BHEL Trichy T2,Ravi,INR
4822,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,17813,Quarterly,23.49,418427.37,1553.89,27679442.57,2024-06-20,BHEL Trichy T2,Ravi,INR
4823,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,11408,One time,11.91,135869.28,1015.41,11583797.28,2024-06-09,BHEL Ranipet L1,Kumar,INR
4824,Complete manufacturing of Shaft I for ESP,Sub Contractor,24390,Quarterly,10.2,248778.0,1365.51,33304788.9,2024-07-02,BHEL Haridwar P3,Kumar,INR
4825,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,11221,Quarterly,0.81,9089.01,1582.0,17751622.0,2024-11-23,BHEL Ranipet L1,Magesh,INR
